cell_id,cell_id,level1class,n_genes_by_counts,total_counts,label,n_genes,total_counts_mt,pct_counts_mt
1772066070_E09,1772066070_E09,pyramidal CA1,3452,7781.0,pyramidal CA1,3452,0.0,0.0
1772066090_C10,1772066090_C10,pyramidal CA1,5565,16936.0,pyramidal CA1,5571,0.0,0.0
1772066070_H08,1772066070_H08,pyramidal CA1,5299,16612.0,pyramidal CA1,5299,0.0,0.0
1772066099_C03,1772066099_C03,pyramidal CA1,5136,14485.0,pyramidal CA1,5145,0.0,0.0
1772066090_E09,1772066090_E09,pyramidal CA1,4610,12298.0,pyramidal CA1,4616,0.0,0.0
1772066070_F07,1772066070_F07,pyramidal CA1,5365,17305.0,pyramidal CA1,5366,0.0,0.0
1772066070_D11,1772066070_D11,pyramidal CA1,3842,9038.0,pyramidal CA1,3843,0.0,0.0
1772066089_D12,1772066089_D12,pyramidal CA1,5649,19035.0,pyramidal CA1,5649,0.0,0.0
1772066090_C09,1772066090_C09,pyramidal CA1,5213,18253.0,pyramidal CA1,5215,0.0,0.0
1772067094_D09,1772067094_D09,pyramidal CA1,3919,14602.0,pyramidal CA1,3919,0.0,0.0
1772067059_A12,1772067059_A12,pyramidal CA1,7327,40180.0,pyramidal CA1,7327,0.0,0.0
1772067096_A04,1772067096_A04,pyramidal CA1,4721,17853.0,pyramidal CA1,4722,0.0,0.0
1772067058_G12,1772067058_G12,pyramidal CA1,5681,22633.0,pyramidal CA1,5682,0.0,0.0
1772067076_D10,1772067076_D10,pyramidal CA1,6011,22218.0,pyramidal CA1,6016,0.0,0.0
1772066102_G02,1772066102_G02,pyramidal CA1,5022,15863.0,pyramidal CA1,5022,0.0,0.0
1772071035_A07,1772071035_A07,pyramidal CA1,7155,41731.0,pyramidal CA1,7155,0.0,0.0
1772071045_F12,1772071045_F12,pyramidal CA1,6746,32104.0,pyramidal CA1,6746,0.0,0.0
1772066099_D11,1772066099_D11,pyramidal CA1,7886,45076.0,pyramidal CA1,7889,0.0,0.0
1772071044_G10,1772071044_G10,pyramidal CA1,4761,16802.0,pyramidal CA1,4761,0.0,0.0
1772067076_A01,1772067076_A01,pyramidal CA1,6422,27538.0,pyramidal CA1,6423,0.0,0.0
1772071045_F02,1772071045_F02,pyramidal CA1,6558,33131.0,pyramidal CA1,6558,0.0,0.0
1772071045_G12,1772071045_G12,pyramidal CA1,5411,21103.0,pyramidal CA1,5411,0.0,0.0
1772067076_A02,1772067076_A02,pyramidal CA1,6507,28098.0,pyramidal CA1,6509,0.0,0.0
1772067054_D11,1772067054_D11,pyramidal CA1,6215,36252.0,pyramidal CA1,6215,0.0,0.0
1772071036_D10,1772071036_D10,pyramidal CA1,5990,23875.0,pyramidal CA1,5990,0.0,0.0
1772067094_H12,1772067094_H12,pyramidal CA1,5184,23884.0,pyramidal CA1,5184,0.0,0.0
1772067058_F02,1772067058_F02,pyramidal CA1,5883,23761.0,pyramidal CA1,5885,0.0,0.0
1772067096_D10,1772067096_D10,pyramidal CA1,5878,26537.0,pyramidal CA1,5878,0.0,0.0
1772066099_A04,1772066099_A04,pyramidal CA1,6671,28649.0,pyramidal CA1,6675,0.0,0.0
1772067094_F01,1772067094_F01,pyramidal CA1,4417,17803.0,pyramidal CA1,4419,0.0,0.0
1772066108_H02,1772066108_H02,pyramidal CA1,5592,22606.0,pyramidal CA1,5593,0.0,0.0
1772067094_G07,1772067094_G07,pyramidal CA1,4275,19665.0,pyramidal CA1,4275,0.0,0.0
1772071036_F11,1772071036_F11,pyramidal CA1,6493,29781.0,pyramidal CA1,6494,0.0,0.0
1772067094_H04,1772067094_H04,pyramidal CA1,4350,23607.0,pyramidal CA1,4350,0.0,0.0
1772067096_C05,1772067096_C05,pyramidal CA1,5080,22449.0,pyramidal CA1,5080,0.0,0.0
1772067096_C12,1772067096_C12,pyramidal CA1,6049,30955.0,pyramidal CA1,6049,0.0,0.0
1772067054_D04,1772067054_D04,pyramidal CA1,4305,17122.0,pyramidal CA1,4306,0.0,0.0
1772067094_H07,1772067094_H07,pyramidal CA1,4139,22570.0,pyramidal CA1,4139,0.0,0.0
1772067058_G07,1772067058_G07,pyramidal CA1,5497,22668.0,pyramidal CA1,5497,0.0,0.0
1772067094_H11,1772067094_H11,pyramidal CA1,5947,32466.0,pyramidal CA1,5947,0.0,0.0
1772067096_H06,1772067096_H06,pyramidal CA1,4535,15590.0,pyramidal CA1,4535,0.0,0.0
1772067059_E11,1772067059_E11,pyramidal CA1,6008,23145.0,pyramidal CA1,6008,0.0,0.0
1772067096_E04,1772067096_E04,pyramidal CA1,4613,19343.0,pyramidal CA1,4615,0.0,0.0
1772071044_E08,1772071044_E08,pyramidal CA1,5378,19549.0,pyramidal CA1,5378,0.0,0.0
1772067094_F02,1772067094_F02,pyramidal CA1,5034,26571.0,pyramidal CA1,5034,0.0,0.0
1772071035_D08,1772071035_D08,pyramidal CA1,5795,28334.0,pyramidal CA1,5795,0.0,0.0
1772071036_H11,1772071036_H11,pyramidal CA1,6974,33929.0,pyramidal CA1,6975,0.0,0.0
1772067094_A02,1772067094_A02,pyramidal CA1,3642,15640.0,pyramidal CA1,3642,0.0,0.0
1772067054_G10,1772067054_G10,pyramidal CA1,4529,16526.0,pyramidal CA1,4529,0.0,0.0
1772067093_H02,1772067093_H02,pyramidal CA1,3846,13147.0,pyramidal CA1,3846,0.0,0.0
1772066102_A07,1772066102_A07,pyramidal CA1,6081,20657.0,pyramidal CA1,6082,0.0,0.0
1772067058_E06,1772067058_E06,pyramidal CA1,5699,22485.0,pyramidal CA1,5702,0.0,0.0
1772067093_A03,1772067093_A03,pyramidal CA1,4744,18648.0,pyramidal CA1,4745,0.0,0.0
1772067058_G10,1772067058_G10,pyramidal CA1,5277,17843.0,pyramidal CA1,5277,0.0,0.0
1772071036_H03,1772071036_H03,pyramidal CA1,5528,19799.0,pyramidal CA1,5528,0.0,0.0
1772067096_B12,1772067096_B12,pyramidal CA1,5772,25151.0,pyramidal CA1,5772,0.0,0.0
1772067094_A12,1772067094_A12,pyramidal CA1,4719,21011.0,pyramidal CA1,4719,0.0,0.0
1772067096_A09,1772067096_A09,pyramidal CA1,4358,18083.0,pyramidal CA1,4359,0.0,0.0
1772067060_E12,1772067060_E12,pyramidal CA1,5578,21188.0,pyramidal CA1,5583,0.0,0.0
1772067094_C02,1772067094_C02,pyramidal CA1,5170,24192.0,pyramidal CA1,5170,0.0,0.0
1772066102_D04,1772066102_D04,pyramidal CA1,5894,21085.0,pyramidal CA1,5896,0.0,0.0
1772067054_B03,1772067054_B03,pyramidal CA1,5603,24897.0,pyramidal CA1,5604,0.0,0.0
1772067058_B01,1772067058_B01,pyramidal CA1,5192,18879.0,pyramidal CA1,5192,0.0,0.0
1772067082_G02,1772067082_G02,pyramidal CA1,4740,15242.0,pyramidal CA1,4740,0.0,0.0
1772067054_E07,1772067054_E07,pyramidal CA1,4732,22642.0,pyramidal CA1,4732,0.0,0.0
1772066096_D07,1772066096_D07,pyramidal CA1,5923,26163.0,pyramidal CA1,5924,0.0,0.0
1772066095_C11,1772066095_C11,pyramidal CA1,5853,26240.0,pyramidal CA1,5853,0.0,0.0
1772067054_H06,1772067054_H06,pyramidal CA1,5314,24226.0,pyramidal CA1,5314,0.0,0.0
1772066073_E09,1772066073_E09,pyramidal CA1,5749,18646.0,pyramidal CA1,5750,0.0,0.0
1772071044_A11,1772071044_A11,pyramidal CA1,5716,20583.0,pyramidal CA1,5717,0.0,0.0
1772067059_H12,1772067059_H12,pyramidal CA1,5940,23773.0,pyramidal CA1,5941,0.0,0.0
1772067058_E11,1772067058_E11,pyramidal CA1,5691,19737.0,pyramidal CA1,5691,0.0,0.0
1772067060_C03,1772067060_C03,pyramidal CA1,5922,25871.0,pyramidal CA1,5922,0.0,0.0
1772066073_H02,1772066073_H02,pyramidal CA1,5916,23317.0,pyramidal CA1,5916,0.0,0.0
1772071035_H06,1772071035_H06,pyramidal CA1,6591,30732.0,pyramidal CA1,6591,0.0,0.0
1772066080_C02,1772066080_C02,pyramidal CA1,7074,37332.0,pyramidal CA1,7074,0.0,0.0
1772071045_B06,1772071045_B06,pyramidal CA1,5831,22210.0,pyramidal CA1,5831,0.0,0.0
1772066095_E07,1772066095_E07,pyramidal CA1,6832,34833.0,pyramidal CA1,6833,0.0,0.0
1772071036_F12,1772071036_F12,pyramidal CA1,6894,30005.0,pyramidal CA1,6897,0.0,0.0
1772071044_A09,1772071044_A09,pyramidal CA1,5728,22627.0,pyramidal CA1,5728,0.0,0.0
1772067059_D05,1772067059_D05,pyramidal CA1,6675,31356.0,pyramidal CA1,6676,0.0,0.0
1772067058_A11,1772067058_A11,pyramidal CA1,6413,26096.0,pyramidal CA1,6413,0.0,0.0
1772071044_E12,1772071044_E12,pyramidal CA1,7038,38561.0,pyramidal CA1,7039,0.0,0.0
1772067076_D06,1772067076_D06,pyramidal CA1,7973,54389.0,pyramidal CA1,7973,0.0,0.0
1772066076_H02,1772066076_H02,pyramidal CA1,6632,30543.0,pyramidal CA1,6633,0.0,0.0
1772066099_A07,1772066099_A07,pyramidal CA1,7462,38785.0,pyramidal CA1,7466,0.0,0.0
1772066074_B02,1772066074_B02,pyramidal CA1,6563,31677.0,pyramidal CA1,6564,0.0,0.0
1772071044_A07,1772071044_A07,pyramidal CA1,7516,39907.0,pyramidal CA1,7518,0.0,0.0
1772066077_B07,1772066077_B07,pyramidal CA1,6705,28664.0,pyramidal CA1,6705,0.0,0.0
1772066080_H11,1772066080_H11,pyramidal CA1,7029,38635.0,pyramidal CA1,7031,0.0,0.0
1772066099_B05,1772066099_B05,pyramidal CA1,6856,33221.0,pyramidal CA1,6857,0.0,0.0
1772071044_F04,1772071044_F04,pyramidal CA1,5645,21471.0,pyramidal CA1,5645,0.0,0.0
1772071036_B10,1772071036_B10,pyramidal CA1,7448,42228.0,pyramidal CA1,7448,0.0,0.0
1772066107_G03,1772066107_G03,pyramidal CA1,7149,39100.0,pyramidal CA1,7150,0.0,0.0
1772066099_G02,1772066099_G02,pyramidal CA1,7003,38953.0,pyramidal CA1,7004,0.0,0.0
1772067057_D06,1772067057_D06,pyramidal CA1,7700,42316.0,pyramidal CA1,7700,0.0,0.0
1772066076_H07,1772066076_H07,pyramidal CA1,7564,42962.0,pyramidal CA1,7571,0.0,0.0
1772071035_A12,1772071035_A12,pyramidal CA1,7056,35941.0,pyramidal CA1,7060,0.0,0.0
1772071044_B06,1772071044_B06,pyramidal CA1,7384,39035.0,pyramidal CA1,7384,0.0,0.0
1772071035_C09,1772071035_C09,pyramidal CA1,7232,40174.0,pyramidal CA1,7232,0.0,0.0
1772071045_A07,1772071045_A07,pyramidal CA1,6894,34140.0,pyramidal CA1,6894,0.0,0.0
1772067058_F06,1772067058_F06,pyramidal CA1,7002,41337.0,pyramidal CA1,7002,0.0,0.0
1772066099_D02,1772066099_D02,pyramidal CA1,6690,32362.0,pyramidal CA1,6692,0.0,0.0
1772071036_E07,1772071036_E07,pyramidal CA1,7231,39249.0,pyramidal CA1,7231,0.0,0.0
1772066089_C07,1772066089_C07,pyramidal CA1,7097,29844.0,pyramidal CA1,7104,0.0,0.0
1772071045_F04,1772071045_F04,pyramidal CA1,6471,31848.0,pyramidal CA1,6472,0.0,0.0
1772071036_C12,1772071036_C12,pyramidal CA1,7616,46430.0,pyramidal CA1,7616,0.0,0.0
1772066107_B02,1772066107_B02,pyramidal CA1,7927,44867.0,pyramidal CA1,7928,0.0,0.0
1772071036_A09,1772071036_A09,pyramidal CA1,7744,47437.0,pyramidal CA1,7744,0.0,0.0
1772066080_F12,1772066080_F12,pyramidal CA1,6840,32763.0,pyramidal CA1,6840,0.0,0.0
1772071035_H04,1772071035_H04,pyramidal CA1,6628,31966.0,pyramidal CA1,6628,0.0,0.0
1772071036_G08,1772071036_G08,pyramidal CA1,7457,43189.0,pyramidal CA1,7457,0.0,0.0
1772067057_G05,1772067057_G05,pyramidal CA1,7160,43727.0,pyramidal CA1,7161,0.0,0.0
1772071036_A01,1772071036_A01,pyramidal CA1,6261,30038.0,pyramidal CA1,6261,0.0,0.0
1772071035_F04,1772071035_F04,pyramidal CA1,8146,61982.0,pyramidal CA1,8146,0.0,0.0
1772071036_C08,1772071036_C08,pyramidal CA1,7510,48568.0,pyramidal CA1,7510,0.0,0.0
1772067059_G04,1772067059_G04,pyramidal CA1,7315,37988.0,pyramidal CA1,7316,0.0,0.0
1772066074_C08,1772066074_C08,pyramidal CA1,6293,27533.0,pyramidal CA1,6293,0.0,0.0
1772066102_B12,1772066102_B12,pyramidal CA1,7491,41209.0,pyramidal CA1,7491,0.0,0.0
1772066107_A01,1772066107_A01,pyramidal CA1,7549,39415.0,pyramidal CA1,7553,0.0,0.0
1772071036_D07,1772071036_D07,pyramidal CA1,6670,33281.0,pyramidal CA1,6672,0.0,0.0
1772067054_A12,1772067054_A12,pyramidal CA1,6069,30750.0,pyramidal CA1,6069,0.0,0.0
1772066080_F06,1772066080_F06,pyramidal CA1,7237,39546.0,pyramidal CA1,7242,0.0,0.0
1772071035_C04,1772071035_C04,pyramidal CA1,7710,49385.0,pyramidal CA1,7711,0.0,0.0
1772066107_H11,1772066107_H11,pyramidal CA1,6429,28569.0,pyramidal CA1,6433,0.0,0.0
1772067059_D04,1772067059_D04,pyramidal CA1,7103,38636.0,pyramidal CA1,7103,0.0,0.0
1772066074_E07,1772066074_E07,pyramidal CA1,5982,23899.0,pyramidal CA1,5983,0.0,0.0
1772066107_E03,1772066107_E03,pyramidal CA1,6967,34305.0,pyramidal CA1,6975,0.0,0.0
1772066107_E05,1772066107_E05,pyramidal CA1,6191,23301.0,pyramidal CA1,6195,0.0,0.0
1772066077_A12,1772066077_A12,pyramidal CA1,6360,26837.0,pyramidal CA1,6361,0.0,0.0
1772067059_G07,1772067059_G07,pyramidal CA1,6317,30335.0,pyramidal CA1,6317,0.0,0.0
1772071036_D11,1772071036_D11,pyramidal CA1,6855,36594.0,pyramidal CA1,6855,0.0,0.0
1772067058_B06,1772067058_B06,pyramidal CA1,6323,29906.0,pyramidal CA1,6323,0.0,0.0
1772067059_C12,1772067059_C12,pyramidal CA1,5564,22021.0,pyramidal CA1,5567,0.0,0.0
1772071045_H07,1772071045_H07,pyramidal CA1,6052,25942.0,pyramidal CA1,6052,0.0,0.0
1772066107_H04,1772066107_H04,pyramidal CA1,6624,28601.0,pyramidal CA1,6627,0.0,0.0
1772067058_C06,1772067058_C06,pyramidal CA1,6684,31138.0,pyramidal CA1,6685,0.0,0.0
1772066077_D12,1772066077_D12,pyramidal CA1,5536,20244.0,pyramidal CA1,5537,0.0,0.0
1772067096_H02,1772067096_H02,pyramidal CA1,4654,18873.0,pyramidal CA1,4654,0.0,0.0
1772066107_F12,1772066107_F12,pyramidal CA1,5839,20560.0,pyramidal CA1,5841,0.0,0.0
1772071036_E04,1772071036_E04,pyramidal CA1,6331,23533.0,pyramidal CA1,6331,0.0,0.0
1772071044_D11,1772071044_D11,pyramidal CA1,5062,21620.0,pyramidal CA1,5062,0.0,0.0
1772066077_G05,1772066077_G05,pyramidal CA1,7087,30059.0,pyramidal CA1,7087,0.0,0.0
1772066107_H06,1772066107_H06,pyramidal CA1,6736,32233.0,pyramidal CA1,6736,0.0,0.0
1772066077_E05,1772066077_E05,pyramidal CA1,5876,21563.0,pyramidal CA1,5877,0.0,0.0
1772067058_E04,1772067058_E04,pyramidal CA1,6536,29056.0,pyramidal CA1,6538,0.0,0.0
1772066107_H03,1772066107_H03,pyramidal CA1,5977,23649.0,pyramidal CA1,5981,0.0,0.0
1772067057_E06,1772067057_E06,pyramidal CA1,6236,26410.0,pyramidal CA1,6236,0.0,0.0
1772066077_E04,1772066077_E04,pyramidal CA1,6374,30143.0,pyramidal CA1,6374,0.0,0.0
1772066107_G10,1772066107_G10,pyramidal CA1,5605,20209.0,pyramidal CA1,5605,0.0,0.0
1772066077_G04,1772066077_G04,pyramidal CA1,7467,43898.0,pyramidal CA1,7467,0.0,0.0
1772066077_D10,1772066077_D10,pyramidal CA1,5908,20363.0,pyramidal CA1,5908,0.0,0.0
1772066077_B09,1772066077_B09,pyramidal CA1,6050,22882.0,pyramidal CA1,6050,0.0,0.0
1772071036_C06,1772071036_C06,pyramidal CA1,6155,32236.0,pyramidal CA1,6157,0.0,0.0
1772066077_F05,1772066077_F05,pyramidal CA1,6462,28068.0,pyramidal CA1,6462,0.0,0.0
1772066090_C02,1772066090_C02,pyramidal CA1,6600,27959.0,pyramidal CA1,6607,0.0,0.0
1772066077_C11,1772066077_C11,pyramidal CA1,7900,46244.0,pyramidal CA1,7900,0.0,0.0
1772066077_A10,1772066077_A10,pyramidal CA1,6376,25877.0,pyramidal CA1,6377,0.0,0.0
1772071035_G09,1772071035_G09,pyramidal CA1,6592,32954.0,pyramidal CA1,6592,0.0,0.0
1772066107_B04,1772066107_B04,pyramidal CA1,6490,27086.0,pyramidal CA1,6491,0.0,0.0
1772066077_D06,1772066077_D06,pyramidal CA1,6865,33692.0,pyramidal CA1,6865,0.0,0.0
1772066077_E09,1772066077_E09,pyramidal CA1,5858,20869.0,pyramidal CA1,5858,0.0,0.0
1772066077_E11,1772066077_E11,pyramidal CA1,5513,18767.0,pyramidal CA1,5513,0.0,0.0
1772066077_C06,1772066077_C06,pyramidal CA1,5550,20717.0,pyramidal CA1,5551,0.0,0.0
1772066076_D06,1772066076_D06,pyramidal CA1,7051,35445.0,pyramidal CA1,7060,0.0,0.0
1772067094_E04,1772067094_E04,pyramidal CA1,5684,30737.0,pyramidal CA1,5684,0.0,0.0
1772067058_C07,1772067058_C07,pyramidal CA1,6005,27930.0,pyramidal CA1,6007,0.0,0.0
1772071035_E06,1772071035_E06,pyramidal CA1,7411,42774.0,pyramidal CA1,7411,0.0,0.0
1772067060_A01,1772067060_A01,pyramidal CA1,5647,23379.0,pyramidal CA1,5649,0.0,0.0
1772067083_B04,1772067083_B04,pyramidal CA1,5144,18535.0,pyramidal CA1,5144,0.0,0.0
1772066077_C01,1772066077_C01,pyramidal CA1,6677,29059.0,pyramidal CA1,6677,0.0,0.0
1772067057_C11,1772067057_C11,pyramidal CA1,5693,22666.0,pyramidal CA1,5695,0.0,0.0
1772066103_E06,1772066103_E06,pyramidal CA1,6547,30975.0,pyramidal CA1,6548,0.0,0.0
1772066107_D02,1772066107_D02,pyramidal CA1,5450,19328.0,pyramidal CA1,5463,0.0,0.0
1772066107_E04,1772066107_E04,pyramidal CA1,6590,29848.0,pyramidal CA1,6592,0.0,0.0
1772071045_A04,1772071045_A04,pyramidal CA1,4936,16708.0,pyramidal CA1,4936,0.0,0.0
1772067058_H06,1772067058_H06,pyramidal CA1,4882,19124.0,pyramidal CA1,4882,0.0,0.0
1772067059_H04,1772067059_H04,pyramidal CA1,7164,43626.0,pyramidal CA1,7164,0.0,0.0
1772071036_H04,1772071036_H04,pyramidal CA1,6170,27778.0,pyramidal CA1,6170,0.0,0.0
1772066090_B09,1772066090_B09,pyramidal CA1,6357,26219.0,pyramidal CA1,6357,0.0,0.0
1772066077_C04,1772066077_C04,pyramidal CA1,6180,25813.0,pyramidal CA1,6180,0.0,0.0
1772071035_D03,1772071035_D03,pyramidal CA1,6306,30185.0,pyramidal CA1,6306,0.0,0.0
1772066077_D07,1772066077_D07,pyramidal CA1,6511,27084.0,pyramidal CA1,6511,0.0,0.0
1772066107_A02,1772066107_A02,pyramidal CA1,5589,19526.0,pyramidal CA1,5592,0.0,0.0
1772067060_G04,1772067060_G04,pyramidal CA1,6307,27519.0,pyramidal CA1,6307,0.0,0.0
1772071036_G04,1772071036_G04,pyramidal CA1,6518,35666.0,pyramidal CA1,6518,0.0,0.0
1772071036_C10,1772071036_C10,pyramidal CA1,6955,38224.0,pyramidal CA1,6955,0.0,0.0
1772066096_E11,1772066096_E11,pyramidal CA1,5799,21444.0,pyramidal CA1,5801,0.0,0.0
1772071036_B06,1772071036_B06,pyramidal CA1,6127,26813.0,pyramidal CA1,6127,0.0,0.0
1772071036_B04,1772071036_B04,pyramidal CA1,6624,31139.0,pyramidal CA1,6629,0.0,0.0
1772066107_A03,1772066107_A03,pyramidal CA1,6191,24888.0,pyramidal CA1,6193,0.0,0.0
1772071036_C11,1772071036_C11,pyramidal CA1,6150,28747.0,pyramidal CA1,6150,0.0,0.0
1772071044_H06,1772071044_H06,pyramidal CA1,4941,18626.0,pyramidal CA1,4942,0.0,0.0
1772067059_D09,1772067059_D09,pyramidal CA1,5544,21623.0,pyramidal CA1,5544,0.0,0.0
1772066073_F07,1772066073_F07,pyramidal CA1,5306,18907.0,pyramidal CA1,5308,0.0,0.0
1772067094_E06,1772067094_E06,pyramidal CA1,3875,17421.0,pyramidal CA1,3876,0.0,0.0
1772066076_D02,1772066076_D02,pyramidal CA1,5867,27769.0,pyramidal CA1,5867,0.0,0.0
1772066103_C06,1772066103_C06,pyramidal CA1,6001,25379.0,pyramidal CA1,6002,0.0,0.0
1772071036_B11,1772071036_B11,pyramidal CA1,6551,30295.0,pyramidal CA1,6551,0.0,0.0
1772066089_C12,1772066089_C12,pyramidal CA1,6406,25017.0,pyramidal CA1,6411,0.0,0.0
1772066090_C04,1772066090_C04,pyramidal CA1,5808,23274.0,pyramidal CA1,5811,0.0,0.0
1772066104_H07,1772066104_H07,pyramidal SS,5336,20616.0,pyramidal SS,5337,0.0,0.0
1772067059_E12,1772067059_E12,pyramidal CA1,7336,48951.0,pyramidal CA1,7336,0.0,0.0
1772067076_C04,1772067076_C04,pyramidal CA1,6877,27467.0,pyramidal CA1,6888,0.0,0.0
1772071036_A11,1772071036_A11,pyramidal CA1,5669,24189.0,pyramidal CA1,5670,0.0,0.0
1772066107_C11,1772066107_C11,pyramidal CA1,4665,15066.0,pyramidal CA1,4665,0.0,0.0
1772067059_G12,1772067059_G12,pyramidal CA1,4884,19432.0,pyramidal CA1,4884,0.0,0.0
1772066103_A02,1772066103_A02,pyramidal CA1,6324,26722.0,pyramidal CA1,6324,0.0,0.0
1772071036_A12,1772071036_A12,pyramidal CA1,5606,21654.0,pyramidal CA1,5606,0.0,0.0
1772066107_A11,1772066107_A11,pyramidal CA1,4627,14006.0,pyramidal CA1,4627,0.0,0.0
1772066077_F06,1772066077_F06,pyramidal CA1,5695,21428.0,pyramidal CA1,5696,0.0,0.0
1772066096_G09,1772066096_G09,pyramidal CA1,4966,15474.0,pyramidal CA1,4966,0.0,0.0
1772066076_B02,1772066076_B02,pyramidal CA1,6045,26958.0,pyramidal CA1,6046,0.0,0.0
1772066096_E07,1772066096_E07,pyramidal CA1,5496,26749.0,pyramidal CA1,5496,0.0,0.0
1772066103_D11,1772066103_D11,pyramidal CA1,5803,25500.0,pyramidal CA1,5804,0.0,0.0
1772066108_H01,1772066108_H01,pyramidal CA1,5476,22143.0,pyramidal CA1,5476,0.0,0.0
1772066096_B07,1772066096_B07,pyramidal CA1,5503,24585.0,pyramidal CA1,5503,0.0,0.0
1772066096_D03,1772066096_D03,pyramidal CA1,5174,18762.0,pyramidal CA1,5174,0.0,0.0
1772066102_A09,1772066102_A09,pyramidal CA1,5027,16972.0,pyramidal CA1,5027,0.0,0.0
1772071045_D04,1772071045_D04,pyramidal CA1,5389,20828.0,pyramidal CA1,5389,0.0,0.0
1772067054_E05,1772067054_E05,pyramidal CA1,5018,22495.0,pyramidal CA1,5018,0.0,0.0
1772067094_H06,1772067094_H06,pyramidal CA1,3745,16739.0,pyramidal CA1,3746,0.0,0.0
1772067058_H10,1772067058_H10,pyramidal CA1,4760,15505.0,pyramidal CA1,4760,0.0,0.0
1772071044_G05,1772071044_G05,pyramidal CA1,5350,21698.0,pyramidal CA1,5350,0.0,0.0
1772071044_C07,1772071044_C07,pyramidal CA1,5633,25856.0,pyramidal CA1,5633,0.0,0.0
1772067082_C08,1772067082_C08,pyramidal CA1,4331,13299.0,pyramidal CA1,4331,0.0,0.0
1772066073_E04,1772066073_E04,pyramidal CA1,4686,14877.0,pyramidal CA1,4686,0.0,0.0
1772067058_A07,1772067058_A07,pyramidal CA1,4867,18731.0,pyramidal CA1,4873,0.0,0.0
1772071036_B05,1772071036_B05,pyramidal CA1,5806,21942.0,pyramidal CA1,5807,0.0,0.0
1772071045_H04,1772071045_H04,pyramidal CA1,5116,20804.0,pyramidal CA1,5117,0.0,0.0
1772071044_E11,1772071044_E11,pyramidal CA1,4815,15959.0,pyramidal CA1,4815,0.0,0.0
1772071044_G01,1772071044_G01,pyramidal CA1,4171,13819.0,pyramidal CA1,4171,0.0,0.0
1772067096_G10,1772067096_G10,pyramidal CA1,4325,14914.0,pyramidal CA1,4325,0.0,0.0
1772066098_H11,1772066098_H11,pyramidal CA1,4570,12999.0,pyramidal CA1,4570,0.0,0.0
1772071035_E10,1772071035_E10,pyramidal CA1,4318,14236.0,pyramidal CA1,4318,0.0,0.0
1772067094_B10,1772067094_B10,pyramidal CA1,3596,13507.0,pyramidal CA1,3596,0.0,0.0
1772067093_C02,1772067093_C02,pyramidal CA1,3530,12644.0,pyramidal CA1,3531,0.0,0.0
1772067058_C05,1772067058_C05,pyramidal CA1,4762,17182.0,pyramidal CA1,4762,0.0,0.0
1772066101_B04,1772066101_B04,pyramidal CA1,4715,15493.0,pyramidal CA1,4715,0.0,0.0
1772071045_G05,1772071045_G05,pyramidal CA1,4664,17101.0,pyramidal CA1,4664,0.0,0.0
1772067076_F05,1772067076_F05,pyramidal CA1,4720,16517.0,pyramidal CA1,4720,0.0,0.0
1772066073_E11,1772066073_E11,pyramidal CA1,4164,11908.0,pyramidal CA1,4164,0.0,0.0
1772067096_H04,1772067096_H04,pyramidal CA1,5089,21889.0,pyramidal CA1,5089,0.0,0.0
1772071044_H12,1772071044_H12,pyramidal CA1,4569,15898.0,pyramidal CA1,4570,0.0,0.0
1772066096_B12,1772066096_B12,pyramidal CA1,4912,21186.0,pyramidal CA1,4912,0.0,0.0
1772067059_E06,1772067059_E06,pyramidal CA1,5187,19016.0,pyramidal CA1,5187,0.0,0.0
1772067060_E04,1772067060_E04,pyramidal CA1,5016,20165.0,pyramidal CA1,5016,0.0,0.0
1772066097_F06,1772066097_F06,pyramidal CA1,4448,13655.0,pyramidal CA1,4449,0.0,0.0
1772066096_A09,1772066096_A09,pyramidal CA1,4873,14192.0,pyramidal CA1,4873,0.0,0.0
1772066100_B03,1772066100_B03,pyramidal CA1,4820,15290.0,pyramidal CA1,4821,0.0,0.0
1772071044_F05,1772071044_F05,pyramidal CA1,3815,12970.0,pyramidal CA1,3815,0.0,0.0
1772071035_D12,1772071035_D12,pyramidal CA1,5579,24402.0,pyramidal CA1,5579,0.0,0.0
1772066095_C04,1772066095_C04,pyramidal CA1,5085,18708.0,pyramidal CA1,5086,0.0,0.0
1772071045_E10,1772071045_E10,pyramidal CA1,4423,15007.0,pyramidal CA1,4423,0.0,0.0
1772066080_A04,1772066080_A04,pyramidal CA1,5319,18911.0,pyramidal CA1,5319,0.0,0.0
1772071035_H12,1772071035_H12,pyramidal CA1,5427,22950.0,pyramidal CA1,5427,0.0,0.0
1772066103_D05,1772066103_D05,pyramidal CA1,5055,18366.0,pyramidal CA1,5055,0.0,0.0
1772071044_F10,1772071044_F10,pyramidal CA1,4573,12594.0,pyramidal CA1,4573,0.0,0.0
1772066073_G07,1772066073_G07,pyramidal CA1,4654,14728.0,pyramidal CA1,4654,0.0,0.0
1772066096_H08,1772066096_H08,pyramidal CA1,6231,25264.0,pyramidal CA1,6231,0.0,0.0
1772066101_D06,1772066101_D06,pyramidal CA1,4338,13791.0,pyramidal CA1,4339,0.0,0.0
1772066073_A11,1772066073_A11,pyramidal CA1,4645,14575.0,pyramidal CA1,4645,0.0,0.0
1772066070_A11,1772066070_A11,pyramidal CA1,5152,16779.0,pyramidal CA1,5153,0.0,0.0
